20	0,010989
201	0,000101
2001	1,001e-06
10	-
100	-
1000	-
4	0,333333
16	0,538462
64	0,588235
256	0,635294
1024	0,59306
8	0,2
8	0,5
144649	0,806452
15606	0,00960561
4960	0,000941029
448695	0,281068
8738	-
62631	0,0164756
11143	0,0235519
16386	0,142234
78136	0,099987
74752	0,00189271
4824	0,00183891
12328	0,736842
9800	0,00702658
10937	0,952381


























